Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,EARLY BIRD (Where the Sidewalk Ends),"Oh, if you’re a bird, be an early bird<br><br>
And catch the worm for your breakfast plate.<br><br>
If you’re a bird, be an early bird—<br><br>
But if you’re a worm, sleep late.<br><br>","Oh, if you‚Äôre a bird, be an early bird","the early bird gets the worm, only if the worm is a ealy bird","the early worms, gets to see a bird devour him",why are birds and worms waking up early?,If I were a worm I would love,"To see a bird, if only a dove","For they are nice, and never eat","The early worm, a nasty treat"
,EARLY BIRD (Where the Sidewalk Ends),"Oh, if you’re a bird, be an early bird<br><br>
And catch the worm for your breakfast plate.<br><br>
If you’re a bird, be an early bird—<br><br>
But if you’re a worm, sleep late.<br><br>","Oh, if you‚Äôre a bird, be an early bird","the early bird gets the worm, only if the worm is a ealy bird","the early worms, gets to see a bird devour him",why are birds and worms waking up early?,"Still the frog-I'm just in love with a pig,","I'm dreaming a connection way up high,","But Piggy I'm OK with you,","No one can kick **** quite like you,"
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,a sick little smile on my  sick face,I tripped right  on outta that place,I tripped and floated right out to space,"I tripped on my shoelace,","that messy, messy, shoelace,",with it's sick twists and knots.,"and ended up on my face, which I would much rather have not."
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,a sick little smile on my  sick face,I tripped right  on outta that place,I tripped and floated right out to space,I tripped on a stone,I was sick with a moan,"My shoelace, white as a bone",Was tied arounf my phone
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,and fell to the floor,I felt sick to my stomach,as she walked through the door,i tripped on my shoelace,and fell to the floor,i felt sick to my stomach,as she walked through the door
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,and fell to the floor,I felt sick to my stomach,as she walked through the door,The shoelace broke,my mind just tripped,I said I'm sick of this,And my free heart skipped
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,and fell to the floor,I felt sick to my stomach,as she walked through the door,my friend tripped over my shoe,it must have been my shoelace too,"shoelace, we're getting sick of you",so we considered velcro in the color blue.
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,I feel clumsy,I feel sick.,I will not do it again,I retire my shoes,I stand to the side,after I'm done,I will walk again
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,I feel clumsy,I feel sick.,I will not do it again,My shoelace is red,Which makes me sick,Because I saw red blood,When I tripped
,FALLING UP (Falling Up),"I tripped on my shoelace<br><br>
And I fell up—<br><br>
Up to the roof tops,<br><br>
Up over the town,<br><br>
Up past the tree tops,<br><br>
Up over the mountains,<br><br>
Up where the colors<br><br>
Blend into the sounds.<br><br>
But it got me so dizzy<br><br>
When I looked around,<br><br>
I got sick to my stomach<br><br>
And I threw down.<br><br>",I tripped on my shoelace,I feel clumsy,I feel sick.,I will not do it again,Donald has a comb-over.,"******, a funny moustache.",Hair Donald?,Heil ******!
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",the big fish,has a little dish,and gets as fat as he wish,"The little fish eats the tiny fish,",the big fish,has a little dish,and gets as fat as he wish
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",The tiny fish swims in the little fish's belly.,The little fish is now a fat fish.,The little fish is no longer little.,The little mouse eats the cheese.,The little mouse's belly gets big.,The little mouse gets fat.,The little mouse is no longer little.
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,",The tiny fish swims in the little fish's belly.,The little fish is now a fat fish.,The little fish is no longer little.,I‚Äôm no poet,But I sure sound like one,From my grammar to,the misused punctuation
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,","The little fish eats the tiny fish,","The big snake eats the huge snake,",The fat will eat the tiny.,Tiny and little must become big,Else they lay low and stay hid,jiggly jiggly big fat belly,Tiny can get trapped if they're not ready!
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,","The little fish eats the tiny fish,","The big snake eats the huge snake,",The fat will eat the tiny.,The tiny will eat the fat.,The tiny will eat the fat.,The tiny will explode.,All fat will explode from the tiny.
,FISH? (Where the Sidewalk Ends),"The little fish eats the tiny fish,<br><br>
The big fish eats the little fish—<br><br>
So only the biggest fish gets fat.<br><br>
Do you know any folks like that?<br><br>","The little fish eats the tiny fish,","The little fish eats the tiny fish,","The big snake eats the huge snake,",The fat will eat the tiny.,the big will eat the fat,and the little are no more,the fat just left,and the big keeps eating
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,We can only hope to have a happy start,and many happy journeys,those are more important than the endings.,THERE ARE NO HAPPY ENDINGS,WE CAN ONLY HOPE TO HAVE A HAPPY START,AND MANY HAPPY JOURNEYS,THOSE ARE MORE IMPORTANT THAN THE ENDINGS
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,so where should I start?,He walked into my life,and broke my heart.,critique me,but just like a painting,I don‚Äôt plan on changing it,What you see
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,so where should I start?,He walked into my life,and broke my heart.,I dream of happy endings,I know it sounds sappy,But is it too much to ask,To finally be happy?
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,is a way to look at it,remember to start smiling,or you'll feel like you're in a pit,"The world flows by, ignorant",of the pain felt inside,Yet life flows alongside,smile keep smiling
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,is a way to look at it,remember to start smiling,or you'll feel like you're in a pit,What about happy endings?,They're too hard to find,When you begin to believe they're real,You start to lose your mind
,HAPPY ENDING? (Every Thing On It),"There are no happy endings.<br><br>
Endings are the saddest part,<br><br>
So just give me a happy middle<br><br>
And a very happy start.<br><br>",There are no happy endings.,is a way to look at it,remember to start smiling,or you'll feel like you're in a pit,marvel had a endgame ending,which began with a stark-y start,happy the fans were,but spoken like yoda because disney owns marvel
,"HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?<br><br>
Depends how loud you shut it.<br><br>
How many slices in a bread?<br><br>
Depends how thin you cut it.<br><br>
How much good inside a day?<br><br>
Depends how good you live ‘em.<br><br>
How much love inside a friend?<br><br>
Depends how much you give ‘em.<br><br>",How many slams in an old screen door?,"My friend, my love",My heart leaps with each bang,Of that slamming screen door,A friend with weed is a feiend indeed,If you drink to much your bound to pee,I am the one with the 6 pack of beer,Drink a 12 pack and i have no fear
