HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
3R868ACW4SL73NB7FWFO1EFL4JJZG2,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3R2PKQ87NXHNNRGDGYUZ28SF9H9MIH,A3RNDERT7VQVS2,Submitted,Mon May 06 10:10:30 PDT 2019,Mon May 06 10:12:30 PDT 2019,Mon May 13 10:12:30 PDT 2019,,,,120,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),pancake,griddle,swet,Funny,"Who wants a pancake,",The griddle is hot,Sweet yummy pancakes,Buttery goodness in the pot.,"Oh no, i burnt it",the pancake is not sweet,I couldn't find an oven mitt,to take the girdle off the heat,,
3R868ACW4SL73NB7FWFO1EFL4JJZG2,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3YOH7BII0AGXJ90AUTG22KQ5S9BVK9,A3NIHT635YMNBC,Submitted,Sun May 05 18:33:09 PDT 2019,Sun May 05 18:35:03 PDT 2019,Sun May 12 18:35:03 PDT 2019,,,,114,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),pancake,griddle,swet,Funny,"Who wants a pancake,",The griddle is hot,Sweet yummy pancakes,Buttery goodness in the pot.,We sit down at the table,plate full and warm,happier than characters in a fable,"sweeter than honey, bees come in a swarm",,
3YKP7CX6G2OSSWXQGFVR9JVPEDFB76,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:41 PDT 2019,,,34V1S5K3GTASNN2IPOH50JWQ0QL69K,A1DICLA18SKT1L,Submitted,Mon May 06 08:06:17 PDT 2019,Mon May 06 08:11:31 PDT 2019,Mon May 13 08:11:31 PDT 2019,,,,314,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),pancake,griddle,swet,Funny,"Who wants a pancake,",All Syrupy and Sweet?,"Stir the batter, give it a shake","Brown and Flip, now isn't that neat.","Sometimes I swet pancakes,",sometimes on the stove,"sometimes on the griddle,",but never on the Commode,,
3YKP7CX6G2OSSWXQGFVR9JVPEDFB76,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:41 PDT 2019,,,3EWIJTFFVPGE487KVAHAJWNAEGAE0O,A1KOKM3JW6I73C,Submitted,Sun May 05 19:54:53 PDT 2019,Sun May 05 19:57:53 PDT 2019,Sun May 12 19:57:53 PDT 2019,,,,180,0% (0/0),0% (0/0),0% (0/0),PANCAKE? (Where the Sidewalk Ends),pancake,griddle,swet,Funny,"Who wants a pancake,",All Syrupy and Sweet?,"Stir the batter, give it a shake","Brown and Flip, now isn't that neat.",Where can I get a pancake?,"It's time for something sweet,","Warm the griddle, let's bake",Now we eat!,,
3MJ9GGZYO3FGNLVS4PE0IHUBLF82AM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,336YQZE83WNBB3LY9EB5DZOA4Q05MD,A1XYNBFDV59GU2,Submitted,Sun May 05 17:36:53 PDT 2019,Sun May 05 17:40:02 PDT 2019,Sun May 12 17:40:02 PDT 2019,,,,189,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,going into my room to see a picture of a jet,why do i get upset,i should grab my pajamas,and just jet,,
3MJ9GGZYO3FGNLVS4PE0IHUBLF82AM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,37TRT2X24R0NZBWM7RPQ0TWLASLBJA,A3B4CTANG295D7,Submitted,Sun May 05 16:18:50 PDT 2019,Sun May 05 16:22:28 PDT 2019,Sun May 12 16:22:28 PDT 2019,,,,218,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,I went to sleep at last,In my pajamas warm and red,I dreamt of a snowball melting fast,And woke to find I'd wet the bed!,,
3MJ9GGZYO3FGNLVS4PE0IHUBLF82AM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3M23Y66PO3GAS2YHYUHWHE1GSCNS6Q,AMD5KDWO4WX8Z,Submitted,Sun May 05 23:45:05 PDT 2019,Sun May 05 23:46:06 PDT 2019,Sun May 12 23:46:06 PDT 2019,,,,61,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,now my pajamas are so dry,and I don't know what to do,I'm staring at a fly,and I've got to take a poo,,
3VW0145YLYLHVI2P8DAXQPBSH7JJMA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,31QNSG6A5S2BDIXD36GJ611BBPV87S,A1BP3A40FCVRRU,Submitted,Sun May 05 01:41:48 PDT 2019,Sun May 05 01:43:24 PDT 2019,Sun May 12 01:43:24 PDT 2019,,,,96,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,I made it some pajamas,And a pillow for its head.,"Then last night it ran away,",But first it wet the bed.,,
3VW0145YLYLHVI2P8DAXQPBSH7JJMA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3R3YRB5GRGCRUH2ODCT8CKLQ9ORUAJ,A185LW99YQH1C5,Submitted,Sun May 05 01:20:24 PDT 2019,Sun May 05 01:21:43 PDT 2019,Sun May 12 01:21:43 PDT 2019,,,,79,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,I gave it all my pillows,I tucked it into bed,I shut off all the lights,But the ball stayed up instead,,
3VW0145YLYLHVI2P8DAXQPBSH7JJMA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3U84XHCDIDMTERGHAYIPG9E5JWSZ4K,A3LSN0FGHICOYN,Submitted,Sun May 05 06:17:53 PDT 2019,Sun May 05 06:20:38 PDT 2019,Sun May 12 06:20:38 PDT 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),SNOWBALL (Falling Up),snowball,pajamas,sleep,Funny,I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,i feel like i can fly somedays,but never get the courage,ill try it out tomorrow,if when i feel percosious,,
306W7JMRYY7WSA29QKNXNJRKPXLB8T,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,308XBLVESJD4XZFZFWYZ2KICK82RB3,A1GY6XMHLCXX54,Submitted,Sun May 05 13:49:09 PDT 2019,Sun May 05 13:53:20 PDT 2019,Sun May 12 13:53:20 PDT 2019,,,,251,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,"I went back and put on my shoes,",As soon as I could spy them.,But I soon tripped over my feet,'Cuz I forgot to tie them.,,
306W7JMRYY7WSA29QKNXNJRKPXLB8T,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3KJYX6QCMAK28PUSC8GQ15QSDK2JVP,A2DDJKVGU048KR,Submitted,Sun May 05 16:35:32 PDT 2019,Sun May 05 16:40:26 PDT 2019,Sun May 12 16:40:26 PDT 2019,,,,294,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,Now that I don't have any shoes,Should I go everywhere barefoot like a homeless,I wish I had a chance to choose,Socks with shoes and a cute dress,,
306W7JMRYY7WSA29QKNXNJRKPXLB8T,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3OB0CAO74IYNLDU7TJ0PWRE7I9XYH5,A27KF5FNVQ5YWV,Submitted,Sun May 05 16:02:53 PDT 2019,Sun May 05 16:05:17 PDT 2019,Sun May 12 16:05:17 PDT 2019,,,,144,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,the water seeped into my socks,it flowed in right on cue,i wish i had some locks,if only i had my shoes,,
3MQY1YVHS3TL6V0KA3EWDSEH3XT2BH,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,32UTUBMZ7H5WQ6WGOG393H7F5HMVBD,AGJ06A1ERSWNC,Submitted,Sun May 05 23:26:04 PDT 2019,Sun May 05 23:30:25 PDT 2019,Sun May 12 23:30:25 PDT 2019,,,,261,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",before I put on my shoes,I can't believe I almost forgot,something like this could feel so beautiful,the cloth on my toes felt truly unbelieveable,i must be sure too keep them very safe,because if i lost my socks i would be absolutely miserable,i would probably cry for a whole month straight!,,
3MQY1YVHS3TL6V0KA3EWDSEH3XT2BH,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3EQHHY4HQT1BJTPCYBDA0U4D87MG5K,A2ERVNIRJB4SCB,Submitted,Mon May 06 02:41:22 PDT 2019,Mon May 06 02:46:05 PDT 2019,Mon May 13 02:46:05 PDT 2019,,,,283,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",before I put on my shoes,I can't believe I almost forgot,something like this could feel so beautiful,Look at the earth man it's beautiful,"My feet are workers, eat my socks",What is life man it's wonderful,When you die bro you get forgot,,
3MQY1YVHS3TL6V0KA3EWDSEH3XT2BH,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3TS1AR6UQRNKSX70BKMPGTIXYZYF7I,A3TYZG608WQ96T,Submitted,Mon May 06 07:53:42 PDT 2019,Mon May 06 08:02:25 PDT 2019,Mon May 13 08:02:25 PDT 2019,,,,523,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",before I put on my shoes,I can't believe I almost forgot,something like this could feel so beautiful,So when I forgot to put on my socks,"a rash appeared on my feet,",They werent as beautiful as before,so I think i'll have a seat!,,
351S7I5UG95ND0NPKEPX340SMXTJNA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,39GAF6DQWS9VD8EOMJAKX5U6J9W1V9,A1DICLA18SKT1L,Submitted,Mon May 06 12:18:54 PDT 2019,Mon May 06 12:20:36 PDT 2019,Mon May 13 12:20:36 PDT 2019,,,,102,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",I know this truer than do not,for where my stash of beautiful rocks,is what i had forgot,a beautiful little fella,with socks that never match,is mad at his mommy,because i forgot the snacks!,,
351S7I5UG95ND0NPKEPX340SMXTJNA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,39ZSFO5CA952VA5S7I6L5JO9ZCBJUG,A2MK3FJMHFKUB2,Submitted,Sun May 05 13:05:13 PDT 2019,Sun May 05 13:09:14 PDT 2019,Sun May 12 13:09:14 PDT 2019,,,,241,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",I know this truer than do not,for where my stash of beautiful rocks,is what i had forgot,I need them back so I knocks,upon the door as hard as i got,it seems the door has a lock,"so i lost the rocks, the whole lot",,
351S7I5UG95ND0NPKEPX340SMXTJNA,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3LEIZ60CDK8UBXMTRTEGXHPL5OJZ9T,A18CM2HV0WP6T9,Submitted,Sun May 05 00:04:16 PDT 2019,Sun May 05 00:06:29 PDT 2019,Sun May 12 00:06:29 PDT 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),SOMETHING MISSING (A Light in the Attic),forgot,socks,beautiful,Funny,"I remember I put on my socks,",I know this truer than do not,for where my stash of beautiful rocks,is what i had forgot,In the sock drawer I find,My beautiful rocks and more.,Placed meticulously behind,My socks not numbering more than four,,
3ECKRY5B1Q5LZEH25KFRMQS1JWBZIU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3E47SOBEYR5AE54M390LZCN3FWNICZ,A2ZZB9FPELD4J4,Submitted,Sun May 05 00:49:52 PDT 2019,Sun May 05 00:54:27 PDT 2019,Sun May 12 00:54:27 PDT 2019,,,,275,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,Underneath my mast,Hides a smiley face,I once wore in the past,Underneath my mast,Hides a smiley face,I once wore in the past,Underneath my outside face,,
3ECKRY5B1Q5LZEH25KFRMQS1JWBZIU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3IOEN3P9S8SAYIZNLB2CLDE728S16P,A1LXV0C5V4RMSC,Submitted,Sun May 05 07:44:45 PDT 2019,Sun May 05 07:47:33 PDT 2019,Sun May 12 07:47:33 PDT 2019,,,,168,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,Underneath my mast,Hides a smiley face,I once wore in the past,I've forgotten how to use it,that smiley happy face,It's been lost underneath the grit,and shame of eternal disgrace,,
3ECKRY5B1Q5LZEH25KFRMQS1JWBZIU,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:39 PDT 2019,,,3NC5L260MPVRD3ZZS63RRF4SOPPOF0,A1RPOMK874X25V,Submitted,Mon May 06 09:31:55 PDT 2019,Mon May 06 09:39:25 PDT 2019,Mon May 13 09:39:25 PDT 2019,,,,450,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,Underneath my mast,Hides a smiley face,I once wore in the past,Today that face I cannot hide,The smiley lips turn upside down,I know not where to turn to relieve the grief I've cried,"Underneath my tears and pain, my soul will drown.",,
39N6W9XWRDW7YX12JAD5N76JYPGGYT,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:42 PDT 2019,,,3TK8OJTYM2UYU0XQ7LLAY1C4MJSPVF,A3J3IXX1UONTRO,Submitted,Sun May 05 20:35:55 PDT 2019,Sun May 05 20:39:23 PDT 2019,Sun May 12 20:39:23 PDT 2019,,,,208,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,I'm free as any bird,My mind can roam to any place,and sniley's not a word,"Other see my cage, my face",Underneath is not in view,My smile keeps the bars in place,So you can feel good about you,,
39N6W9XWRDW7YX12JAD5N76JYPGGYT,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:42 PDT 2019,,,3WEV0KO0ON19DBDW8HPANKB89TNSDL,A2NGSSVZ08HZVD,Submitted,Sat May 04 21:33:59 PDT 2019,Sat May 04 21:35:45 PDT 2019,Sat May 11 21:35:45 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,I'm free as any bird,My mind can roam to any place,and sniley's not a word,I don't know where I'll end my life,Or if you'll even care,'Cause if you don't become my wife,I'll never see you there,,
3SBNLSTU6UE4R31GD6EGVTCORR4DZ7,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:42 PDT 2019,,,3AAPLD8UCDQR4RVDJDDQOAMS36ETH8,A2V1YH6OUQKXWB,Submitted,Sun May 05 09:16:55 PDT 2019,Sun May 05 09:21:41 PDT 2019,Sun May 12 09:21:41 PDT 2019,,,,286,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,There's a face that none can see.,"A little less smiley,","A little less sure,","underneath that, even more deep",is a face that cannot smile,likes to surface while I sleep,and drag me for miles,,
3SBNLSTU6UE4R31GD6EGVTCORR4DZ7,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:42 PDT 2019,,,3IJXV6UZ1YSEK7T5L6QGO7MPFYQIR7,A1C5Y572NIRLSN,Submitted,Sun May 05 08:39:35 PDT 2019,Sun May 05 08:49:47 PDT 2019,Sun May 12 08:49:47 PDT 2019,,,,612,0% (0/0),0% (0/0),0% (0/0),UNDERFACE (Every Thing On It),face,underneath,sniley,Sad,Underneath my outside face,There's a face that none can see.,"A little less smiley,","A little less sure,",The outside is merely a facade.,A poisonous outter lining,A deluded mythical fraud.,That holds no adjacent binding.,,
3ICOHX7ENCKCHO9Q57C8VCRN9WME09,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:43 PDT 2019,,,3TXMY6UCAFXNV3S5GH5U8EEP67YQC6,A1CKLUXKT9OE0L,Submitted,Sun May 05 13:23:29 PDT 2019,Sun May 05 13:24:32 PDT 2019,Sun May 12 13:24:32 PDT 2019,,,,63,0% (0/0),0% (0/0),0% (0/0),I WON’T HATCH (Where the Sidewalk Ends),chicken,egg,hatch,Sad,"Oh I am a chicken who lives in an egg,",It's not a bad old life,But I am far too scared to hatch,for KFC is rife.,"I am sad and that's alright,",I know my timing will be right,To who is to blame in this game.,Saddens it's part of life.,,
3Z8UJEJOCZMR3KH6GJE55WOJLBQ93P,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:39 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:43 PDT 2019,,,3907X2AHF1EPX9ZOJB1ZWWFTPQ5P2N,A3TYZG608WQ96T,Submitted,Mon May 06 08:31:30 PDT 2019,Mon May 06 08:41:19 PDT 2019,Mon May 13 08:41:19 PDT 2019,,,,589,0% (0/0),0% (0/0),0% (0/0),I WON’T HATCH (Where the Sidewalk Ends),chicken,egg,hatch,Sad,"Oh I am a chicken who lives in an egg,",A chicken who was layed to die,I don't even need to beg,I hatch then I say goodbye,"I'd rather hatch and say ""hello""",become a chicken all on my own,not a fried egg whose lost its yellow,a chicken full grown,,
